,ADM0_NAME,ADM1_NAME,population
786,Benin,Donga,552380
787,Benin,Littoral,958535
788,Benin,Mono,544592
789,Benin,Oueme,1191065
790,Benin,Plateau,643364
791,Benin,Zou,934154
792,Burkina Faso,Boucle Du Mouhoun,1842971
793,Burkina Faso,Cascades,689866
794,Burkina Faso,Centre,2374597
795,Burkina Faso,Centre-est,1460687
796,Burkina Faso,Centre-nord,1522295
797,Burkina Faso,Centre-ouest,1501890
798,Burkina Faso,Centre-sud,826743
799,Burkina Faso,Est,1532405
800,Burkina Faso,Hauts-bassins,1916030
801,Burkina Faso,Nord,1505679
802,Burkina Faso,Plateau Central,881479
803,Burkina Faso,Sahel,1224918
804,Burkina Faso,Sud-ouest,786156
805,Senegal,Kaolack,986021
806,Senegal,Kedougou,157453
807,Senegal,Kolda,745067
808,Senegal,Sedhiou,542000
809,Senegal,Tambacounda,712953
810,Senegal,Kaffrine,662147
811,Senegal,Dakar,3368383
812,Senegal,Thies,1910579
813,Senegal,Ziguinchor,565940
814,Senegal,Diourbel,1759148
815,Senegal,Fatick,769269
816,Senegal,Louga,1004199
817,Senegal,Matam,719768
818,Senegal,Saint louis,1061639
819,Guinea,Boke,1074441
820,Guinea,Conakry,1809436
821,Guinea,Faranah,944077
822,Guinea,Kankan,1770890
823,Guinea,Kindia,2047890
824,Guinea,Mamou,968342
825,Guinea,Nzerekore,2709413
826,Guinea,Labe,1114481
827,Liberia,Bomi,109123
828,Liberia,Bong,428223
829,Liberia,Gbarpolu,111645
830,Liberia,Grand Bassa,285118
831,Liberia,Grand Cape Mount,156882
832,Liberia,Grand Gedeh,160686
833,Liberia,Grand Kru,73651
834,Liberia,Lofa,352679
835,Liberia,Margibi,274484
836,Liberia,Maryland,168347
837,Liberia,Montserrado,1466944
838,Liberia,Nimba,594296
839,Liberia,Rivercess,90453
840,Liberia,River Gee,85385
841,Liberia,Sinoe,129913
842,Mali,Gao,605000
843,Mali,Kayes,2420627
844,Mali,Kidal,71308
845,Mali,Koulikoro,2953204
846,Mali,Mopti,2512814
847,Mali,Segou,2859700
848,Mali,Sikasso,3177013
849,Mali,Tombouctou,838219
850,Mali,Bamako,2181791
851,Côte d'Ivoire,Bas Sassandra,696464
852,Côte d'Ivoire,Denguele,351383
853,Côte d'Ivoire,Savanes,1559588
854,Côte d'Ivoire,Vallee Du Bandama,1782970
855,Côte d'Ivoire,Zanzan,1063758
856,Côte d'Ivoire,Comoe,1487500
857,Côte d'Ivoire,District autonome de Abidjan,5041758
858,Côte d'Ivoire,District autonome de Yamoussoukro,421517
859,Côte d'Ivoire,Gôh-Djiboua,1829723
860,Côte d'Ivoire,Lacs,1526103
861,Côte d'Ivoire,Lagunes,1840532
862,Côte d'Ivoire,Montagnes,2006698
863,Côte d'Ivoire,Sassandra-Marahoue,2336209
864,Côte d'Ivoire,Woroba,735045
865,Sierra Leone,Eastern,1586587
866,Sierra Leone,Northern,2196527
867,Sierra Leone,Southern,1386503
868,Sierra Leone,Western Area,1222756
869,France,Fort-de-France,147897
870,France,La Trinite,83456
871,France,Le Marin,124189
872,France,Saint-Pierre,25994
873,Grenada,St. Andrew's,26238
874,Grenada,St. George's,31172
875,Grenada,St. John's,8725
876,Grenada,St. Mark's,3782
877,Grenada,St. Patrick's,9394
878,Jamaica,Clarendon,254275
879,Jamaica,Hanover,69458
880,Jamaica,Manchester,197383
881,Jamaica,Portland,85708
882,Jamaica,Saint Andrew And Kingston,658523
883,Jamaica,Saint Ann,188923
884,Jamaica,Saint Catherine,514607
885,Jamaica,Saint Elizabeth,147233
886,Jamaica,Saint James,189922
887,Jamaica,Saint Mary,119101
888,Jamaica,Saint Thomas,96397
889,Jamaica,Trelawny,78822
890,Jamaica,Westmoreland,143676
891,Saint Kitts and Nevis,Christ Church Nichola Town,2583
892,Saint Kitts and Nevis,Saint Anne Sandy Point,2578
893,Saint Kitts and Nevis,Saint George Basseterre,13263
894,Saint Kitts and Nevis,Saint George Gingerland,2680
895,Saint Kitts and Nevis,Saint James Windward,2784
896,Saint Kitts and Nevis,Saint John Capisterre,2985
897,Saint Kitts and Nevis,Saint John Figtree,3232
898,Saint Kitts and Nevis,Saint Mary Cayon,2350
899,Saint Kitts and Nevis,Saint Paul Capisterre,1833
900,Saint Kitts and Nevis,Saint Paul Charlestown,1564
901,Saint Kitts and Nevis,Saint Peter Basseterre,5261
902,Saint Kitts and Nevis,Saint Thomas Lowland,2979
903,Saint Kitts and Nevis,Saint Thomas Middle Island,2432
904,Saint Kitts and Nevis,Trinity Palmetto Point,1893
905,Montserrat (U.K.),Brodericks,0
906,Montserrat (U.K.),Central,0
907,Montserrat (U.K.),East,0
908,Montserrat (U.K.),North,3678
909,Montserrat (U.K.),Plymouth,0
910,Montserrat (U.K.),Salem,1396
911,Montserrat (U.K.),South,0
912,Turks and Caicos Islands (U.K.),Grand Turk,6428
913,Turks and Caicos Islands (U.K.),Middle Caicos,76
914,Turks and Caicos Islands (U.K.),North Caicos,1189
915,Turks and Caicos Islands (U.K.),Providenciales and West Caicos,36135
916,Turks and Caicos Islands (U.K.),Salt City,125
917,Turks and Caicos Islands (U.K.),South and East Caicos,1301
918,Trinidad and Tobago,Arima,30465
919,Trinidad and Tobago,Chaguanas,80028
920,Trinidad and Tobago,Couva/Tabaquite/Talparo,187024
921,Trinidad and Tobago,Diego Martin,96647
922,Trinidad and Tobago,Penal/Debe,93343
923,Trinidad and Tobago,Point Fortin,24436
924,Trinidad and Tobago,Port Of Spain,49526
925,Trinidad and Tobago,Princes Town,73119
926,Trinidad and Tobago,Rio Claro/Mayaro,35102
927,Trinidad and Tobago,San Fernando,81856
928,Trinidad and Tobago,San Juan/Laventille,130118
929,Trinidad and Tobago,Sangre Grande,75376
930,Trinidad and Tobago,Siparia,78809
931,Trinidad and Tobago,Tobago,58446
932,Trinidad and Tobago,Tunapuna/Piarco,246205
933,Dominican Republic,Azua,237984
934,Dominican Republic,Baoruco,108119
935,Dominican Republic,Barahona,206779
936,Dominican Republic,Dajabon,71601
937,Dominican Republic,Santo Domingo,2603264
938,Dominican Republic,Duarte,320250
939,Dominican Republic,El Seibo,96744
940,Dominican Republic,Espaillat,257589
941,Dominican Republic,Independencia,61276
942,Dominican Republic,La Altagracia,310416
943,Dominican Republic,Elias Pina,70200
944,Dominican Republic,La Romana,265699
945,Dominican Republic,La Vega,433315
946,Dominican Republic,Maria Trinidad Sanches,160152
947,Dominican Republic,Monte Cristi,121701
948,Dominican Republic,Pedernales,33648
949,Dominican Republic,Peravia,203445
950,Dominican Republic,Puerto Plata,373349
951,Dominican Republic,Salcedo,103479
952,Dominican Republic,Samana,113310
953,Dominican Republic,San Cristobal,622226
954,Dominican Republic,San Juan,257630
955,Dominican Republic,San Pedro de Macoris,322530
956,Dominican Republic,Sanchez Ramirez,167709
957,Dominican Republic,Santiago,1071814
958,Dominican Republic,Santiago Rodriguez,63386
959,Dominican Republic,Valverde,179614
960,Dominican Republic,Hato Mayor,95000
961,Dominican Republic,Monsenor Nouel,183515
962,Dominican Republic,Monte Plata,208232
963,Dominican Republic,San José de Ocoa,65647
964,Dominican Republic,Distrito Nacional,1067973
965,Dominica,St. Andrew,9882
966,Dominica,St. David,14664
967,Dominica,St. George,16717
968,Dominica,St. John,5115
969,Dominica,St. Joseph,6309
970,Dominica,St. Luke,1422
971,Dominica,St. Mark,598
972,Dominica,St. Patrick,8264
973,Dominica,St. Paul,7905
974,Dominica,St. Peter,1145
975,Saint Lucia,Area Under National Administra,8636
976,Saint Lucia,Region Number 1,17667
977,Saint Lucia,Region Number 2,14228
978,Saint Lucia,Region Number 3,13626
979,Saint Lucia,Region Number 4,13311
980,Saint Lucia,Region Number 5,25674
981,Saint Lucia,Region Number 6,13767
982,Saint Lucia,Region Number 7,13637
983,Saint Lucia,Region Number 8,57728
984,Navassa Island (U.S.),Administrative unit not available,0
985,Saint Vincent and the Grenadines,Charlotte,27121
986,Saint Vincent and the Grenadines,Saint Andrew,15196
987,Saint Vincent and the Grenadines,Saint David,6663
988,Saint Vincent and the Grenadines,Saint George,37518
989,Saint Vincent and the Grenadines,Saint Patrick,7159
990,British Virgin Islands (U.K.),Anegada,407
991,British Virgin Islands (U.K.),Jost van Dyke,258
992,British Virgin Islands (U.K.),Other Islands,71
993,British Virgin Islands (U.K.),Tortola,22160
994,British Virgin Islands (U.K.),Virgin Gorda,2931
995,Cayman Islands (U.K.),Grand Cayman,50647
996,Cayman Islands (U.K.),Cayman Brac,1136
997,Cayman Islands (U.K.),Little Cayman,784
998,Cuba,Camaguey,794751
999,Cuba,Ciego De Avila,282929
1000,Cuba,Cienfuegos,387869
1001,Cuba,Ciudad De La Habana,2052064
1002,Cuba,Granma,807581
1003,Cuba,Guantanamo,536237
1004,Cuba,Holguin,1069681
1005,Cuba,Isla De La Juventud,87096
1006,Cuba,La Habana,829847
1007,Cuba,Las Tunas,568777
1008,Cuba,Matanzas,689395
1009,Cuba,Pinar Del Rio,736254
1010,Cuba,Sancti Spiritus,495019
1011,Cuba,Santiago De Cuba,1040219
1012,Cuba,Villa Clara,917925
1013,Haiti,Artibonite,1661131
1014,Haiti,Centre,723436
1015,Haiti,Nord,1031771
1016,Haiti,Nord Est,376650
1017,Haiti,Nord Ouest,670050
1018,Haiti,Ouest,3946361
1019,Haiti,Sud,746207
1020,Haiti,Sud Est,608552
1021,Haiti,Grande Anse,442548
1022,Haiti,Nippes,320406
1023,Barbados,Christ Church,42975
1024,Barbados,St. Andrew,5238
1025,Barbados,St. George,23493
1026,Barbados,St. James,34381
1027,Barbados,St. John,10803
1028,Barbados,St. Joseph,6392
1029,Barbados,St. Lucy,12211
1030,Barbados,St. Michael,77278
1031,Barbados,St. Peter,13304
1032,Barbados,St. Phillip,30136
1033,Barbados,St. Tomas,18018
1034,Puerto Rico (U.S.),Aguadilla,420597
1035,Puerto Rico (U.S.),Arecibo,389056
1036,Puerto Rico (U.S.),Bayamon,782955
1037,Puerto Rico (U.S.),Guayama,489118
1038,Puerto Rico (U.S.),Humacao,448731
1039,Puerto Rico (U.S.),Mayaguez,403290
1040,Puerto Rico (U.S.),Ponce,366460
1041,Puerto Rico (U.S.),San Juan,348725
1042,United States Virgin Islands (U.S.),Saint Croix (County Equivalent),47231
1043,United States Virgin Islands (U.S.),Saint John (County Equivalent),3399
1044,United States Virgin Islands (U.S.),Saint Thomas (County Equivalent),44581
1045,The Bahamas,Administrative unit not available,336582
1046,Antigua and Barbuda,Barbuda,1859
1047,Antigua and Barbuda,Name Unknown,74
1048,Antigua and Barbuda,St. George,11407
1049,Antigua and Barbuda,St. John,47822
1050,Antigua and Barbuda,St. Mary,6676
1051,Antigua and Barbuda,St. Paul,8337
1052,Antigua and Barbuda,St. Peter,6595
1053,Antigua and Barbuda,St. Philip,3811
1054,Anguilla (U.K.),Name Unknown,3398
1055,Anguilla (U.K.),Name Unknown,2915
1056,Anguilla (U.K.),Name Unknown,1700
1057,Anguilla (U.K.),Name Unknown,1024
1058,Anguilla (U.K.),Name Unknown,1440
1059,Anguilla (U.K.),Name Unknown,1718
1060,Anguilla (U.K.),Name Unknown,579
1061,Anguilla (U.K.),Name Unknown,0
1062,Anguilla (U.K.),Name Unknown,628
1063,Anguilla (U.K.),Name Unknown,360
1064,Aruba (Neth.),Administrative unit not available,101849
1065,Mexico,Aguascalientes,1313184
1066,Mexico,Baja California,3461998
1067,Mexico,Baja California Sur,685769
1068,Mexico,Campeche,933065
1069,Mexico,Chiapas,5480040
1070,Mexico,Chihuahua,3769031
1071,Mexico,Coahuila,3480835
1072,Mexico,Colima,725919
1073,Mexico,Distrito Federal,9167282
1074,Mexico,Durango,1480273
1075,Mexico,Guanajuato,6249666
1076,Mexico,Guerrero,3806344
1077,Mexico,Hidalgo,3259403
1078,Mexico,Jalisco,8318751
1079,Mexico,Mexico,18093412
1080,Mexico,Michoacan,4886413
1081,Mexico,Morelos,2028255
1082,Mexico,Nayarit,1180044
1083,Mexico,Nuevo Leon,5267553
1084,Mexico,Oaxaca,4231805
1085,Mexico,Puebla,6891691
1086,Mexico,Queretaro,2075453
1087,Mexico,Quintana Roo,1527885
1088,Mexico,San Luis Potosi,2884201
1089,Mexico,Sinaloa,3056435
1090,Mexico,Sonora,2991287
1091,Mexico,Tabasco,2454828
1092,Mexico,Tamaulipas,3610358
1093,Mexico,Tlaxcala,1124440
1094,Mexico,Veracruz,8290448
1095,Mexico,Yucatan,2189320
1096,Mexico,Zacatecas,1716061
1097,Panama,Coclé,271126
1098,Panama,Colón,279375
1099,Panama,Kuna Yala,474
1100,Panama,Herrera,126963
1101,Panama,Los Santos,102858
1102,Panama,Panamá,1964388
1103,Panama,Bocas del Toro,141691
1104,Panama,Chiriquí,481956
1105,Panama,Darién,54691
1106,Panama,Emberá,39700
1107,Panama,Ngöbe Buglé,179056
1108,Panama,Veraguas,261098
1109,Nicaragua,Atlantico Norte,392313
1110,Nicaragua,Atlantico Sur,338335
1111,Nicaragua,Boaco,167481
1112,Nicaragua,Carazo,178685
1113,Nicaragua,Chinandega,873808
1114,Nicaragua,Chontales,182440
1115,Nicaragua,Esteli,211950
1116,Nicaragua,Granada,192079
1117,Nicaragua,Jinotega,416785
1118,Nicaragua,Leon,195881
1119,Nicaragua,Madriz,151767
1120,Nicaragua,Managua,1282296
1121,Nicaragua,Masaya,336421
1122,Nicaragua,Matagalpa,559742
1123,Nicaragua,Nueva Segovia,314783
1124,Nicaragua,Rio San Juan,113820
1125,Nicaragua,Rivas,166332
1126,El Salvador,Ahuachapan,323988
1127,El Salvador,Cabanas,157107
1128,El Salvador,Chalatenango,212676
1129,El Salvador,Cuscatlan,245227
1130,El Salvador,La Libertad,694683
1131,El Salvador,La Paz,331176
1132,El Salvador,La Union,243603
1133,El Salvador,Morazan,190549
1134,El Salvador,San Miguel,457396
1135,El Salvador,San Salvador,1702644
1136,El Salvador,San Vicente,174449
1137,El Salvador,Santa Ana,547515
1138,El Salvador,Sonsonate,471034
1139,El Salvador,Usulutan,377538
1140,Honduras,Atlantida,375274
1141,Honduras,Choluteca,463950
1142,Honduras,Colon,327860
1143,Honduras,Comayagua,441885
1144,Honduras,Copan,375957
1145,Honduras,Cortes,1571296
1146,Honduras,Francisco Morazan,1435943
1147,Honduras,Gracias A Dios,87677
1148,Honduras,Intibuca,228235
1149,Honduras,Islas De Bahia,46296
1150,Honduras,La Paz,193825
1151,Honduras,Lempira,308144
1152,Honduras,Name Unknown,7
1153,Honduras,Ocotepeque,126716
1154,Honduras,Olancho,563658
1155,Honduras,Paraiso,382843
1156,Honduras,Santa Barbara,392625
1157,Honduras,Valle,169397
1158,Honduras,Yoro,552501
1159,Guatemala,Guatemala,3462922
1160,Guatemala,El Progreso,174979
1161,Guatemala,Sacatepéquez,362439
1162,Guatemala,Chimaltenango,682286
1163,Guatemala,Escuintla,785714
1164,Guatemala,Santa Rosa,382496
1165,Guatemala,Sololá,483709
1166,Guatemala,Totonicapán,529208
1167,Guatemala,Quetzaltenango,869860
1168,Guatemala,Suchitepéquez,634992
1169,Guatemala,Retalhuleu,335716
1170,Guatemala,San Marcos,1013500
1171,Guatemala,Huehuetenango,1339273
1172,Guatemala,Quiché,1059234
1173,Guatemala,Baja Verapaz,302002
1174,Guatemala,Alta Verapaz,1241371
1175,Guatemala,Petén,716346
1176,Guatemala,Izabal,458841
1177,Guatemala,Zacapa,245729
1178,Guatemala,Chiquimula,410899
1179,Guatemala,Jalapa,353311
1180,Guatemala,Jutiapa,484399
1181,Costa Rica,Alajuela,939864
1182,Costa Rica,Cartago,547183
1183,Costa Rica,Guanacaste,366026
1184,Costa Rica,Heredia,468765
1185,Costa Rica,Limon,420258
1186,Costa Rica,Puntarenas,459277
1187,Costa Rica,San Jose,1584892
1188,Clipperton Island (Fr.),Administrative unit not available,0
1189,Belize,Belize,70223
1190,Belize,Cayo,145670
1191,Belize,Corozal,36414
1192,Belize,Orange Walk,40224
1193,Belize,Stann Creek,26749
1194,Belize,Toledo,27896
1195,United States of America,Alabama,0
1196,United States of America,Alaska,0
1197,United States of America,Arizona,1814
1198,United States of America,Arkansas,0
1199,United States of America,California,30626
1200,United States of America,Colorado,0
1201,United States of America,Connecticut,0
1202,United States of America,Delaware,0
1203,United States of America,District of Columbia,0
1204,United States of America,Florida,0
1205,United States of America,Georgia,0
1206,United States of America,Hawaii,0
1207,United States of America,Idaho,0
1208,United States of America,Illinois,0
1209,United States of America,Indiana,0
1210,United States of America,Iowa,0
1211,United States of America,Kansas,0
1212,United States of America,Kentucky,0
1213,United States of America,Louisiana,0
1214,United States of America,Maine,0
1215,United States of America,Maryland,0
1216,United States of America,Massachusetts,0
1217,United States of America,Michigan,0
1218,United States of America,Minnesota,0
1219,United States of America,Mississippi,0
1220,United States of America,Missouri,0
1221,United States of America,Montana,0
1222,United States of America,Nebraska,0
1223,United States of America,Nevada,0
1224,United States of America,New Hampshire,0
1225,United States of America,New Jersey,0
1226,United States of America,New Mexico,13104
1227,United States of America,New York,0
1228,United States of America,North Carolina,0
1229,United States of America,North Dakota,0
1230,United States of America,Ohio,0
1231,United States of America,Oklahoma,0
1232,United States of America,Oregon,0
1233,United States of America,Pennsylvania,0
1234,United States of America,Rhode Island,0
1235,United States of America,South Carolina,0
1236,United States of America,South Dakota,0
1237,United States of America,Tennessee,0
1238,United States of America,Texas,59478
1239,United States of America,Utah,0
1240,United States of America,Vermont,0
1241,United States of America,Virginia,0
1242,United States of America,Washington,0
1243,United States of America,West Virginia,0
1244,United States of America,Wisconsin,0
1245,United States of America,Wyoming,0
1246,Saint-Pierre-et-Miquelon (Fr.),Miquelon-Langlade,0
1247,Saint-Pierre-et-Miquelon (Fr.),Saint-Pierre,0
1248,Palmyra Atoll (U.S.),Administrative unit not available,0
1249,Midway Island (U.S.),Administrative unit not available,0
1250,Kingman Reef (U.S.),Administrative unit not available,0
1251,Jarvis Island (U.S.),Administrative unit not available,0
1252,Johnston Atoll (U.S.),Administrative unit not available,0
1253,Howland Island (U.S.),Administrative unit not available,0
1254,Greenland (Den.),Nordgronland,0
1255,Greenland (Den.),Ostgronland,0
1256,Greenland (Den.),Vestgronland,0
1257,Canada,Alberta,0
1258,Canada,British Columbia / Colombie-Britannique,0
1259,Canada,Manitoba,0
1260,Canada,New Brunswick / Nouveau-Brunswick,0
1261,Canada,Newfoundland and Labrador / Terre-Neuve-et-Labrador,0
1262,Canada,Northwest Territories / Territoires du Nord-Ouest,0
1263,Canada,Nova Scotia / Nouvelle-Écosse,0
1264,Canada,Nunavut,0
1265,Canada,Ontario,0
1266,Canada,Prince Edward Island / Île-du-Prince-Édouard,0
1267,Canada,Quebec / Québec,0
1268,Canada,Saskatchewan,0
1269,Canada,Yukon,0
1270,Bermuda (U.K.),Administrative unit not available,0
1271,Baker Island (U.S.),Administrative unit not available,0
1272,France,Cayenne,177355
1273,France,Saint-laurent-du-maroni,84913
1274,Guyana,Barima Waini (region N°1),23030
1275,Guyana,Cuyuni/mazaruni (region N°7),16753
1276,Guyana,Demerara Mahaica (region N°4),294913
1277,Guyana,East Berbice/corentyne (region N°6),121154
1278,Guyana,Essequibo Islands/west Demerara (region N°3),113471
1279,Guyana,Mahaica Berbice (region N°5),62376
1280,Guyana,Pomeroon/supenaam (region N°2,48760
1281,Guyana,Potaro/siparuni (region N°8),9772
1282,Guyana,Upper Demerara/berbice (region N°10),40803
1283,Guyana,Upper Takutu/upper Essequibo (region N°9),18151
1284,Uruguay,Artigas,78842
1285,Uruguay,Canelones,473914
1286,Uruguay,Cerro Largo,91580
1287,Uruguay,Colonia,132730
1288,Uruguay,Durazno,62129
1289,Uruguay,Flores,26645
1290,Uruguay,Florida,78130
1291,Uruguay,Lavalleja,53689
1292,Uruguay,Maldonado,169811
1293,Uruguay,Montevideo,1418801
1294,Uruguay,Paysandu,125943
1295,Uruguay,Rio Negro,53129
1296,Uruguay,Rivera,97164
1297,Uruguay,Rocha,69713
1298,Uruguay,Salto,125587
1299,Uruguay,San Jose,118182
1300,Uruguay,Soriano,85060
1301,Uruguay,Tacuarembo,93981
1302,Uruguay,Treinta Y Tres,46080
1303,R. B. de Venezuela,Amazonas,169177
1304,R. B. de Venezuela,Anzoategui,1294206
1305,R. B. de Venezuela,Apure,555971
1306,R. B. de Venezuela,Aragua,1998045
1307,R. B. de Venezuela,Barinas,996694
1308,R. B. de Venezuela,Bolivar,1594535
1309,R. B. de Venezuela,Carabobo,2953604
1310,R. B. de Venezuela,Cojedes,887258
1311,R. B. de Venezuela,Delta Amacuro,206777
1312,R. B. de Venezuela,Dependencias Federales,0
1313,R. B. de Venezuela,Falcon,1262033
1314,R. B. de Venezuela,Guarico,639304
1315,R. B. de Venezuela,Lara,2095164
1316,R. B. de Venezuela,Merida,956496
1317,R. B. de Venezuela,Miranda,2898453
1318,R. B. de Venezuela,Monagas,1329965
1319,R. B. de Venezuela,Nueva Esparta,574727
1320,R. B. de Venezuela,Portuguesa,1077675
1321,R. B. de Venezuela,Sucre,995474
1322,R. B. de Venezuela,Tachira,1684468
1323,R. B. de Venezuela,Trujillo,981175
1324,R. B. de Venezuela,Yaracuy,833075
1325,R. B. de Venezuela,Zulia,4399141
1326,R. B. de Venezuela,Vargas,415366
1327,R. B. de Venezuela,Distrito Capital,153200
1328,Peru,Amazonas,433148
1329,Peru,Ancash,1185512
1330,Peru,Apurímac,471001
1331,Peru,Arequipa,1296732
1332,Peru,Ayacucho,693728
1333,Peru,Cajamarca,1580563
1334,Peru,Callao,805698
1335,Peru,Cusco,1355365
1336,Peru,Huancavelica,506429
1337,Peru,Huánuco,879718
1338,Peru,Ica,793022
1339,Peru,Junín,1381918
1340,Peru,La Libertad,1858311
1341,Peru,Lambayeque,1278128
1342,Peru,Lima,9715761
1343,Peru,Loreto,1029304
1344,Peru,Madre de Dios,125916
1345,Peru,Moquegua,181027
1346,Peru,Pasco,310769
1347,Peru,Piura,1874605
1348,Peru,Puno,1594036
1349,Peru,San Martín,840288
1350,Peru,Tacna,341801
1351,Peru,Tumbes,242102
1352,Peru,Ucayali,494081
1353,Paraguay,Alto Paraguay,11733
1354,Paraguay,Alto Parana,715940
1355,Paraguay,Amambay,146351
1356,Paraguay,Boqueron,48573
1357,Paraguay,Caaguazu,566985
1358,Paraguay,Caazapa,181797
1359,Paraguay,Canindeyu,181861
1360,Paraguay,Central,2390081
1361,Paraguay,Concepcion,233227
1362,Paraguay,Cordillera,308373
1363,Paraguay,Guaira,232812
1364,Paraguay,Itapua,587401
1365,Paraguay,Misiones,125394
1366,Paraguay,Neembucu,99323
1367,Paraguay,Paraguari,288512
